,console,units_sold,week_of
874,PSP,124442,7/12/2010
875,PSP,122406,7/19/2010
876,PSP,147280,7/26/2010
877,PSP,126960,8/2/2010
878,PSP,126201,8/9/2010
879,PSP,110406,8/16/2010
880,PSP,143848,8/23/2010
881,PSP,119018,8/30/2010
882,PSP,145728,9/6/2010
883,PSP,122814,9/13/2010
884,PSP,122695,9/20/2010
885,PSP,123443,9/27/2010
886,PSP,118125,10/4/2010
887,PSP,120482,10/11/2010
888,PSP,112856,10/18/2010
889,PSP,131636,10/25/2010
890,PSP,139422,11/1/2010
891,PSP,157701,11/8/2010
892,PSP,251087,11/15/2010
893,PSP,335030,11/22/2010
894,PSP,563652,11/29/2010
895,PSP,442892,12/6/2010
896,PSP,486481,12/13/2010
897,PSP,568726,12/20/2010
898,PSP,327279,12/27/2010
899,PSP,238416,1/3/2011
900,PSP,137574,1/10/2011
901,PSP,134392,1/17/2011
902,PSP,128762,1/24/2011
903,PSP,115309,1/31/2011
904,PSP,196376,2/7/2011
905,PSP,158201,2/14/2011
906,PSP,145770,2/21/2011
907,PSP,184361,2/28/2011
908,PSP,136858,3/7/2011
909,PSP,110237,3/14/2011
910,PSP,127774,3/21/2011
911,PSP,135311,3/28/2011
912,PSP,115226,4/4/2011
913,PSP,108568,4/11/2011
914,PSP,132572,4/18/2011
915,PSP,159473,4/25/2011
916,PSP,165672,5/2/2011
917,PSP,129127,5/9/2011
918,PSP,119773,5/16/2011
919,PSP,124020,5/23/2011
920,PSP,119656,5/30/2011
921,PSP,116578,6/6/2011
922,PSP,122766,6/13/2011
923,PSP,122302,6/20/2011
924,PSP,132277,6/27/2011
925,PSP,124053,7/4/2011
926,PSP,119251,7/11/2011
927,PSP,115408,7/18/2011
928,PSP,125080,7/25/2011
929,PSP,128257,8/1/2011
930,PSP,130412,8/8/2011
931,PSP,123139,8/15/2011
932,PSP,113480,8/22/2011
933,PSP,107720,8/29/2011
934,PSP,100502,9/5/2011
935,PSP,96868,9/12/2011
936,PSP,95959,9/19/2011
937,PSP,104265,9/26/2011
938,PSP,105695,10/3/2011
939,PSP,102419,10/10/2011
940,PSP,99744,10/17/2011
941,PSP,115827,10/24/2011
942,PSP,118654,10/31/2011
943,PSP,122621,11/7/2011
944,PSP,163812,11/14/2011
945,PSP,227220,11/21/2011
946,PSP,201442,11/28/2011
947,PSP,270370,12/5/2011
948,PSP,319881,12/12/2011
949,PSP,372632,12/19/2011
950,PSP,196641,12/26/2011
951,PSP,210471,1/2/2012
952,PSP,96936,1/9/2012
953,PSP,89324,1/16/2012
954,PSP,83224,1/23/2012
955,PSP,85937,1/30/2012
956,PSP,88427,2/6/2012
957,PSP,87343,2/13/2012
958,PSP,86081,2/20/2012
959,PSP,81289,2/27/2012
960,PSP,78422,3/5/2012
961,PSP,77327,3/12/2012
962,PSP,76310,3/19/2012
963,PSP,74147,3/26/2012
964,PSP,77257,4/2/2012
965,PSP,65915,4/9/2012
966,PSP,59756,4/16/2012
967,PSP,72827,4/23/2012
968,PSP,68173,4/30/2012
969,PSP,57280,5/7/2012
970,PSP,57587,5/14/2012
971,PSP,58841,5/21/2012
972,PSP,56353,5/28/2012
973,PSP,55066,6/4/2012
974,PSP,52828,6/11/2012
975,PSP,54462,6/18/2012
976,PSP,54252,6/25/2012
977,PSP,58539,7/2/2012
978,PSP,56936,7/9/2012
979,PSP,57598,7/16/2012
980,PSP,56638,7/23/2012
981,PSP,57617,7/30/2012
982,PSP,55499,8/6/2012
983,PSP,54431,8/13/2012
984,PSP,48609,8/20/2012
985,PSP,49866,8/27/2012
986,PSP,47033,9/3/2012
987,PSP,46650,9/10/2012
988,PSP,51997,9/17/2012
989,PSP,63766,9/24/2012
990,PSP,55864,10/1/2012
991,PSP,52583,10/8/2012
992,PSP,54279,10/15/2012
993,PSP,55174,10/22/2012
994,PSP,58413,10/29/2012
995,PSP,74605,11/5/2012
996,PSP,93294,11/12/2012
997,PSP,150080,11/19/2012
998,PSP,132391,11/26/2012
999,PSP,161858,12/3/2012
1000,PSP,203096,12/10/2012
1001,PSP,258193,12/17/2012
1002,PSP,182479,12/24/2012
1003,PSP,166063,12/31/2012
1004,PSP,90265,1/7/2013
1005,PSP,72601,1/14/2013
1006,PSP,63520,1/21/2013
1007,PSP,58379,1/28/2013
1008,PSP,54243,2/4/2013
1009,PSP,56741,2/11/2013
1010,PSP,55607,2/18/2013
1011,PSP,54512,2/25/2013
1012,PSP,60515,3/4/2013
1013,PSP,51084,3/11/2013
1014,PSP,46498,3/18/2013
1015,PSP,50939,3/25/2013
1016,PSP,44211,4/1/2013
1017,PSP,41168,4/8/2013
1018,PSP,39898,4/15/2013
1019,PSP,41187,4/22/2013
1020,PSP,40887,4/29/2013
1021,PSP,37127,5/6/2013
1022,PSP,38262,5/13/2013
1023,PSP,38495,5/20/2013
1024,PSP,37509,5/27/2013
1025,PSP,36779,6/3/2013
1026,PSP,37934,6/10/2013
1027,PSP,38494,6/17/2013
1028,PSP,38678,6/24/2013
1029,PSP,36918,7/1/2013
1030,PSP,36823,7/8/2013
1031,PSP,35799,7/15/2013
1032,PSP,36493,7/22/2013
1033,PSP,35344,7/29/2013
1034,PSP,35455,8/5/2013
1035,PSP,38170,8/12/2013
1036,PSP,35815,8/19/2013
1037,PSP,35461,8/26/2013
1038,PSP,33559,9/2/2013
1039,PSP,33862,9/9/2013
1040,PSP,33918,9/16/2013
1041,PSP,33994,9/23/2013
1042,PSP,32937,9/30/2013
1043,PSP,31789,10/7/2013
1044,PSP,33408,10/14/2013
1045,PSP,35481,10/21/2013
1046,PSP,41755,10/28/2013
1047,PSP,47969,11/4/2013
1048,PSP,94653,11/11/2013
1049,PSP,113642,11/18/2013
1050,PSP,126726,11/25/2013
1051,PSP,142578,12/2/2013
1052,PSP,150481,12/9/2013
1053,PSP,152939,12/16/2013
1054,PSP,154028,12/23/2013
1055,PSP,113369,12/30/2013
1056,PSP,68053,1/6/2014
1057,PSP,50026,1/13/2014
1058,PSP,40875,1/20/2014
1059,PSP,35624,1/27/2014
1060,PSP,33442,2/3/2014
1061,PSP,33456,2/10/2014
1062,PSP,31215,2/17/2014
1063,PSP,31178,2/24/2014
1064,PSP,30546,3/3/2014
1065,PSP,30468,3/10/2014
1066,PSP,29034,3/17/2014
1067,PSP,28329,3/24/2014
1068,PSP,25766,3/31/2014
1069,PSP,24432,4/7/2014
1070,PSP,23292,4/14/2014
1071,PSP,23097,4/21/2014
1072,PSP,23302,4/28/2014
1073,PSP,22649,5/5/2014
1074,PSP,21507,5/12/2014
1075,PSP,20957,5/19/2014
1076,PSP,20827,5/26/2014
1077,PSP,30369,6/2/2014
1078,PSP,27319,6/9/2014
1079,PSP,23432,6/16/2014
1080,PSP,22101,6/23/2014
1081,PSP,19803,6/30/2014
1082,PSP,18368,7/7/2014
1083,PSP,18500,7/14/2014
1084,PSP,18165,7/21/2014
1085,PSP,17796,7/28/2014
1086,PSP,17793,8/4/2014
1087,PSP,16576,8/11/2014
1088,PSP,16318,8/18/2014
1089,PSP,14768,8/25/2014
1090,PSP,15236,9/1/2014
1091,PSP,15452,9/8/2014
1092,PSP,15796,9/15/2014
1093,PSP,16053,9/22/2014
1094,PSP,16387,9/29/2014
1095,PSP,16909,10/6/2014
1096,PSP,17517,10/13/2014
1097,PSP,18627,10/20/2014
1098,PSP,19492,10/27/2014
1099,PSP,20554,11/3/2014
1100,PSP,22118,11/10/2014
1101,PSP,24769,11/17/2014
1102,PSP,34431,11/24/2014
1103,PSP,40925,12/1/2014
1104,PSP,43603,12/8/2014
1105,PSP,44597,12/15/2014
1106,PSP,40361,12/22/2014
1107,PSP,25847,12/29/2014
1108,PSP,18899,1/5/2015
1109,PSP,17404,1/12/2015
1110,PSP,16086,1/19/2015
1111,PSP,14868,1/26/2015
1112,PSP,13815,2/2/2015
1113,PSP,13146,2/9/2015
1114,PSP,12451,2/16/2015
1115,PSP,12387,2/23/2015
1116,PSP,12040,3/2/2015
1117,PSP,12003,3/9/2015
1118,PSP,11715,3/16/2015
1119,PSP,11507,3/23/2015
1120,PSP,11272,3/30/2015
1121,PSP,11157,4/6/2015
1122,PSP,11029,4/13/2015
1123,PSP,9792,4/20/2015
1124,PSP,9700,4/27/2015
1125,PSP,9232,5/4/2015
1126,PSP,9078,5/11/2015
1127,PSP,8936,5/18/2015
1128,PSP,8520,5/25/2015
1129,PSP,8328,6/1/2015
1130,PSP,8123,6/8/2015
1131,PSP,8029,6/15/2015
1132,PSP,7833,6/22/2015
1133,PSP,7633,6/29/2015
1134,PSP,7409,7/6/2015
1135,PSP,7255,7/13/2015
1136,PSP,7200,7/20/2015
1137,PSP,6957,7/27/2015
1138,PSP,7037,8/3/2015
1139,PSP,6949,8/10/2015
1140,PSP,6973,8/17/2015
1141,PSP,6808,8/24/2015
1142,PSP,6795,8/31/2015
1143,PSP,6834,9/7/2015
1144,PSP,7078,9/14/2015
1145,PSP,7391,9/21/2015
1146,PSP,7458,9/28/2015
1147,PSP,7593,10/5/2015
1148,PSP,8026,10/12/2015
1149,PSP,8249,10/19/2015
1150,PSP,8519,10/26/2015
1151,PSP,8821,11/2/2015
1152,PSP,9108,11/9/2015
1153,PSP,9346,11/16/2015
1154,PSP,11129,11/23/2015
1155,PSP,11788,11/30/2015
1156,PSP,13312,12/7/2015
1157,PSP,13623,12/14/2015
1158,PSP,12954,12/21/2015
1159,PSP,7129,12/28/2015
1160,PSP,5923,1/4/2016
1161,PSP,5556,1/11/2016
1162,PSP,5245,1/18/2016
1163,PSP,5204,1/25/2016
1164,PSP,5075,2/1/2016
1165,PSP,5046,2/8/2016
1166,PSP,4815,2/15/2016
1167,PSP,4732,2/22/2016
1168,PSP,4712,2/29/2016
1169,PSP,4608,3/7/2016
1170,PSP,4415,3/14/2016
1171,PSP,4446,3/21/2016
1172,PSP,4375,3/28/2016
1173,PSP,4354,4/4/2016
1174,PSP,4251,4/11/2016
1175,PSP,4184,4/18/2016
1176,PSP,4010,4/25/2016
1177,PSP,3956,5/2/2016
1178,PSP,3850,5/9/2016
1179,PSP,3723,5/16/2016
1180,PSP,21387,5/23/2016
1181,PSP,3624,5/30/2016
1182,PSP,3546,6/6/2016
1183,PSP,3544,6/13/2016
1184,PSP,3419,6/20/2016
1185,PSP,3374,6/27/2016
1186,PSP,3229,7/4/2016
1187,PSP,3102,7/11/2016
1188,PSP,3050,7/18/2016
1189,PSP,3057,7/25/2016
1190,PSP,3024,8/1/2016
1191,PSP,2892,8/8/2016
1192,PSP,2831,8/15/2016
1193,PSP,2696,8/22/2016
1194,PSP,2480,8/29/2016
1195,PSP,2347,9/5/2016
1196,PSP,2305,9/12/2016
1197,PSP,2137,9/19/2016
1198,PSP,2129,9/26/2016
1199,PSP,2049,10/3/2016
1200,PSP,1948,10/10/2016
1201,PSP,1748,10/17/2016
1202,PSP,1575,10/24/2016
1203,PSP,1574,10/31/2016
1204,PSP,1532,11/7/2016
1205,PSP,1425,11/14/2016
1206,PSP,1350,11/21/2016
1207,PSP,1053,11/28/2016
1208,PSP,1047,12/5/2016
1209,PSP,1004,12/12/2016
1210,PSP,811,12/19/2016
1211,PSP,530,12/26/2016
1212,Wii,529658,11/20/2006
1213,Wii,537879,11/27/2006
1214,Wii,588973,12/4/2006
1215,Wii,414732,12/11/2006
1216,Wii,597968,12/18/2006
1217,Wii,285571,12/25/2006
1218,Wii,304147,1/1/2007
1219,Wii,251498,1/8/2007
1220,Wii,245435,1/15/2007
1221,Wii,251288,1/22/2007
1222,Wii,231018,1/29/2007
1223,Wii,220974,2/5/2007
1224,Wii,216779,2/12/2007
1225,Wii,232912,2/19/2007
1226,Wii,200263,2/26/2007
1227,Wii,181394,3/5/2007
1228,Wii,193202,3/12/2007
1229,Wii,199293,3/19/2007
1230,Wii,155072,3/26/2007
1231,Wii,187192,4/2/2007
1232,Wii,207491,4/9/2007
1233,Wii,235090,4/16/2007
1234,Wii,298457,4/23/2007
1235,Wii,290624,4/30/2007
1236,Wii,243583,5/7/2007
1237,Wii,229274,5/14/2007
1238,Wii,240454,5/21/2007
1239,Wii,247558,5/28/2007
1240,Wii,248737,6/4/2007
1241,Wii,255160,6/11/2007
1242,Wii,245596,6/18/2007
1243,Wii,278478,6/25/2007
1244,Wii,255828,7/2/2007
1245,Wii,300138,7/9/2007
1246,Wii,285052,7/16/2007
1247,Wii,282661,7/23/2007
1248,Wii,261119,7/30/2007
1249,Wii,271701,8/6/2007
1250,Wii,289080,8/13/2007
1251,Wii,261021,8/20/2007
1252,Wii,284328,8/27/2007
1253,Wii,254393,9/3/2007
1254,Wii,215417,9/10/2007
1255,Wii,213437,9/17/2007
1256,Wii,206707,9/24/2007
1257,Wii,192403,10/1/2007
1258,Wii,238458,10/8/2007
1259,Wii,301238,10/15/2007
1260,Wii,320955,10/22/2007
1261,Wii,296372,10/29/2007
1262,Wii,282996,11/5/2007
1263,Wii,460651,11/12/2007
1264,Wii,673069,11/19/2007
1265,Wii,699757,11/26/2007
1266,Wii,728498,12/3/2007
1267,Wii,686612,12/10/2007
1268,Wii,1462609,12/17/2007
1269,Wii,737820,12/24/2007
1270,Wii,386299,12/31/2007
1271,Wii,206753,1/7/2008
1272,Wii,268265,1/14/2008
1273,Wii,315755,1/21/2008
1274,Wii,297369,1/28/2008
1275,Wii,366579,2/4/2008
1276,Wii,226011,2/11/2008
1277,Wii,256997,2/18/2008
1278,Wii,364846,2/25/2008
1279,Wii,236802,3/3/2008
1280,Wii,323737,3/10/2008
1281,Wii,428612,3/17/2008
1282,Wii,273818,3/24/2008
1283,Wii,372796,3/31/2008
1284,Wii,301517,4/7/2008
1285,Wii,394830,4/14/2008
1286,Wii,315236,4/21/2008
1287,Wii,645420,4/28/2008
1288,Wii,375147,5/5/2008
1289,Wii,301260,5/12/2008
1290,Wii,558375,5/19/2008
1291,Wii,376143,5/26/2008
1292,Wii,333863,6/2/2008
1293,Wii,298361,6/9/2008
1294,Wii,341348,6/16/2008
1295,Wii,490942,6/23/2008
1296,Wii,347385,6/30/2008
1297,Wii,345987,7/7/2008
1298,Wii,348696,7/14/2008
1299,Wii,350371,7/21/2008
1300,Wii,299826,7/28/2008
1301,Wii,294107,8/4/2008
1302,Wii,280570,8/11/2008
1303,Wii,317337,8/18/2008
1304,Wii,303305,8/25/2008
1305,Wii,312737,9/1/2008
1306,Wii,321666,9/8/2008
1307,Wii,247633,9/15/2008
1308,Wii,288745,9/22/2008
1309,Wii,277849,9/29/2008
1310,Wii,336228,10/6/2008
1311,Wii,383232,10/13/2008
1312,Wii,405706,10/20/2008
1313,Wii,478255,10/27/2008
1314,Wii,551259,11/3/2008
1315,Wii,688852,11/10/2008
1316,Wii,823303,11/17/2008
1317,Wii,1353723,11/24/2008
1318,Wii,1034720,12/1/2008
1319,Wii,1285361,12/8/2008
1320,Wii,1592000,12/15/2008
1321,Wii,1152747,12/22/2008
1322,Wii,608377,12/29/2008
1323,Wii,359730,1/5/2009
1324,Wii,327521,1/12/2009
1325,Wii,430295,1/19/2009
1326,Wii,455471,1/26/2009
1327,Wii,366287,2/2/2009
1328,Wii,330060,2/9/2009
1329,Wii,370535,2/16/2009
1330,Wii,309691,2/23/2009
1331,Wii,281482,3/2/2009
1332,Wii,298662,3/9/2009
1333,Wii,267394,3/16/2009
1334,Wii,241798,3/23/2009
1335,Wii,223443,3/30/2009
1336,Wii,236793,4/6/2009
1337,Wii,218943,4/13/2009
1338,Wii,199402,4/20/2009
1339,Wii,214851,4/27/2009
1340,Wii,209195,5/4/2009
1341,Wii,174100,5/11/2009
1342,Wii,199699,5/18/2009
1343,Wii,200719,5/25/2009
1344,Wii,179210,6/1/2009
1345,Wii,183688,6/8/2009
1346,Wii,181225,6/15/2009
1347,Wii,188283,6/22/2009
1348,Wii,182362,6/29/2009
1349,Wii,175270,7/6/2009
1350,Wii,171161,7/13/2009
1351,Wii,195023,7/20/2009
1352,Wii,295584,7/27/2009
1353,Wii,222046,8/3/2009
1354,Wii,213480,8/10/2009
1355,Wii,177941,8/17/2009
1356,Wii,170352,8/24/2009
1357,Wii,160123,8/31/2009
1358,Wii,149924,9/7/2009
1359,Wii,160478,9/14/2009
1360,Wii,142170,9/21/2009
1361,Wii,325652,9/28/2009
1362,Wii,361662,10/5/2009
1363,Wii,366325,10/12/2009
1364,Wii,373334,10/19/2009
1365,Wii,379764,10/26/2009
1366,Wii,459243,11/2/2009
1367,Wii,533148,11/9/2009
1368,Wii,702858,11/16/2009
1369,Wii,1090313,11/23/2009
1370,Wii,1541469,11/30/2009
1371,Wii,1378203,12/7/2009
1372,Wii,1746235,12/14/2009
1373,Wii,1823190,12/21/2009
1374,Wii,907244,12/28/2009
1375,Wii,529310,1/4/2010
1376,Wii,308853,1/11/2010
1377,Wii,346470,1/18/2010
1378,Wii,337874,1/25/2010
1379,Wii,296310,2/1/2010
1380,Wii,253477,2/8/2010
1381,Wii,289216,2/15/2010
1382,Wii,264514,2/22/2010
1383,Wii,326021,3/1/2010
1384,Wii,254219,3/8/2010
1385,Wii,261951,3/15/2010
1386,Wii,267510,3/22/2010
1387,Wii,269106,3/29/2010
1388,Wii,234929,4/5/2010
1389,Wii,211875,4/12/2010
1390,Wii,204143,4/19/2010
1391,Wii,206006,4/26/2010
1392,Wii,205719,5/3/2010
1393,Wii,215470,5/10/2010
1394,Wii,220241,5/17/2010
1395,Wii,228071,5/24/2010
1396,Wii,209794,5/31/2010
1397,Wii,198659,6/7/2010
1398,Wii,173049,6/14/2010
1399,Wii,156944,6/21/2010
1400,Wii,158247,6/28/2010
1401,Wii,159496,7/5/2010
1402,Wii,149882,7/12/2010
1403,Wii,140995,7/19/2010
1404,Wii,147351,7/26/2010
1405,Wii,150457,8/2/2010
1406,Wii,150560,8/9/2010
1407,Wii,136174,8/16/2010
1408,Wii,166065,8/23/2010
1409,Wii,171389,8/30/2010
1410,Wii,139457,9/6/2010
1411,Wii,134698,9/13/2010
1412,Wii,128866,9/20/2010
1413,Wii,125371,9/27/2010
1414,Wii,123209,10/4/2010
1415,Wii,127549,10/11/2010
1416,Wii,175908,10/18/2010
1417,Wii,261037,10/25/2010
1418,Wii,316440,11/1/2010
1419,Wii,468060,11/8/2010
1420,Wii,561055,11/15/2010
1421,Wii,980423,11/22/2010
1422,Wii,988441,11/29/2010
1423,Wii,1282261,12/6/2010
1424,Wii,1398203,12/13/2010
1425,Wii,1441770,12/20/2010
1426,Wii,616424,12/27/2010
1427,Wii,411380,1/3/2011
1428,Wii,233911,1/10/2011
1429,Wii,188490,1/17/2011
1430,Wii,187064,1/24/2011
1431,Wii,180606,1/31/2011
1432,Wii,176646,2/7/2011
1433,Wii,185039,2/14/2011
1434,Wii,199913,2/21/2011
1435,Wii,169830,2/28/2011
1436,Wii,148092,3/7/2011
1437,Wii,140157,3/14/2011
1438,Wii,135021,3/21/2011
1439,Wii,123348,3/28/2011
1440,Wii,111426,4/4/2011
1441,Wii,116738,4/11/2011
1442,Wii,124954,4/18/2011
1443,Wii,120726,4/25/2011
1444,Wii,106716,5/2/2011
1445,Wii,85142,5/9/2011
1446,Wii,161728,5/16/2011
1447,Wii,233888,5/23/2011
1448,Wii,214655,5/30/2011
1449,Wii,172180,6/6/2011
1450,Wii,158179,6/13/2011
1451,Wii,154082,6/20/2011
1452,Wii,145422,6/27/2011
1453,Wii,134045,7/4/2011
1454,Wii,129416,7/11/2011
1455,Wii,131668,7/18/2011
1456,Wii,125401,7/25/2011
1457,Wii,124728,8/1/2011
1458,Wii,128398,8/8/2011
1459,Wii,124234,8/15/2011
1460,Wii,115612,8/22/2011
1461,Wii,112882,8/29/2011
1462,Wii,106509,9/5/2011
1463,Wii,105466,9/12/2011
1464,Wii,110974,9/19/2011
1465,Wii,112910,9/26/2011
1466,Wii,132972,10/3/2011
1467,Wii,144129,10/10/2011
1468,Wii,170264,10/17/2011
1469,Wii,205864,10/24/2011
1470,Wii,230546,10/31/2011
1471,Wii,272105,11/7/2011
1472,Wii,357380,11/14/2011
1473,Wii,867361,11/21/2011
1474,Wii,536394,11/28/2011
1475,Wii,643674,12/5/2011
1476,Wii,755489,12/12/2011
1477,Wii,841204,12/19/2011
1478,Wii,358658,12/26/2011
1479,Wii,259581,1/2/2012
1480,Wii,133284,1/9/2012
1481,Wii,111755,1/16/2012
1482,Wii,104264,1/23/2012
1483,Wii,106575,1/30/2012
1484,Wii,107096,2/6/2012
1485,Wii,109268,2/13/2012
1486,Wii,112505,2/20/2012
1487,Wii,88923,2/27/2012
1488,Wii,80818,3/5/2012
1489,Wii,73571,3/12/2012
1490,Wii,71169,3/19/2012
1491,Wii,71853,3/26/2012
1492,Wii,76972,4/2/2012
1493,Wii,65521,4/9/2012
1494,Wii,64984,4/16/2012
1495,Wii,66828,4/23/2012
1496,Wii,70297,4/30/2012
1497,Wii,54581,5/7/2012
1498,Wii,56597,5/14/2012
1499,Wii,57257,5/21/2012
1500,Wii,54497,5/28/2012
1501,Wii,57317,6/4/2012
1502,Wii,52059,6/11/2012
1503,Wii,48574,6/18/2012
1504,Wii,48894,6/25/2012
1505,Wii,51440,7/2/2012
1506,Wii,51731,7/9/2012
1507,Wii,54290,7/16/2012
1508,Wii,58649,7/23/2012
1509,Wii,91117,7/30/2012
1510,Wii,60888,8/6/2012
1511,Wii,59884,8/13/2012
1512,Wii,50881,8/20/2012
1513,Wii,49027,8/27/2012
1514,Wii,44601,9/3/2012
1515,Wii,43694,9/10/2012
1516,Wii,40762,9/17/2012
1517,Wii,42011,9/24/2012
1518,Wii,46606,10/1/2012
1519,Wii,45662,10/8/2012
1520,Wii,54083,10/15/2012
1521,Wii,67135,10/22/2012
1522,Wii,81063,10/29/2012
1523,Wii,106035,11/5/2012
1524,Wii,150032,11/12/2012
1525,Wii,413009,11/19/2012
1526,Wii,212295,11/26/2012
1527,Wii,246286,12/3/2012
1528,Wii,285232,12/10/2012
1529,Wii,323036,12/17/2012
1530,Wii,194435,12/24/2012
1531,Wii,103692,12/31/2012
1532,Wii,61678,1/7/2013
1533,Wii,45356,1/14/2013
1534,Wii,43750,1/21/2013
1535,Wii,41672,1/28/2013
1536,Wii,44819,2/4/2013
1537,Wii,53204,2/11/2013
1538,Wii,45232,2/18/2013
1539,Wii,43413,2/25/2013
1540,Wii,37991,3/4/2013
1541,Wii,34478,3/11/2013
1542,Wii,33696,3/18/2013
1543,Wii,41931,3/25/2013
1544,Wii,34392,4/1/2013
1545,Wii,30424,4/8/2013
1546,Wii,29134,4/15/2013
1547,Wii,29125,4/22/2013
1548,Wii,27805,4/29/2013
1549,Wii,26129,5/6/2013
1550,Wii,26066,5/13/2013
1551,Wii,25540,5/20/2013
1552,Wii,25954,5/27/2013
1553,Wii,25807,6/3/2013
1554,Wii,24605,6/10/2013
1555,Wii,23432,6/17/2013
1556,Wii,23710,6/24/2013
1557,Wii,23168,7/1/2013
1558,Wii,22945,7/8/2013
1559,Wii,22793,7/15/2013
1560,Wii,23122,7/22/2013
1561,Wii,23330,7/29/2013
1562,Wii,22779,8/5/2013
1563,Wii,23068,8/12/2013
1564,Wii,23823,8/19/2013
1565,Wii,23499,8/26/2013
1566,Wii,22098,9/2/2013
1567,Wii,20986,9/9/2013
1568,Wii,20642,9/16/2013
1569,Wii,20537,9/23/2013
1570,Wii,22399,9/30/2013
1571,Wii,21268,10/7/2013
1572,Wii,23617,10/14/2013
1573,Wii,25703,10/21/2013
1574,Wii,29663,10/28/2013
1575,Wii,34690,11/4/2013
1576,Wii,45475,11/11/2013
1577,Wii,54700,11/18/2013
1578,Wii,100737,11/25/2013
1579,Wii,85580,12/2/2013
1580,Wii,96986,12/9/2013
1581,Wii,107462,12/16/2013
1582,Wii,81344,12/23/2013
1583,Wii,38523,12/30/2013
1584,Wii,24008,1/6/2014
1585,Wii,17209,1/13/2014
1586,Wii,15712,1/20/2014
1587,Wii,16273,1/27/2014
1588,Wii,18118,2/3/2014
1589,Wii,21418,2/10/2014
1590,Wii,19138,2/17/2014
1591,Wii,18502,2/24/2014
1592,Wii,17539,3/3/2014
1593,Wii,16375,3/10/2014
1594,Wii,15956,3/17/2014
1595,Wii,16947,3/24/2014
1596,Wii,15894,3/31/2014
1597,Wii,15181,4/7/2014
1598,Wii,14908,4/14/2014
1599,Wii,14561,4/21/2014
1600,Wii,13759,4/28/2014
1601,Wii,13055,5/5/2014
1602,Wii,14607,5/12/2014
1603,Wii,15470,5/19/2014
1604,Wii,14941,5/26/2014
1605,Wii,13927,6/2/2014
1606,Wii,12998,6/9/2014
1607,Wii,12240,6/16/2014
1608,Wii,11940,6/23/2014
1609,Wii,11653,6/30/2014
1610,Wii,11419,7/7/2014
1611,Wii,11033,7/14/2014
1612,Wii,10780,7/21/2014
1613,Wii,10741,7/28/2014
1614,Wii,10476,8/4/2014
1615,Wii,10075,8/11/2014
1616,Wii,9932,8/18/2014
1617,Wii,9868,8/25/2014
1618,Wii,10732,9/1/2014
1619,Wii,10680,9/8/2014
1620,Wii,10407,9/15/2014
1621,Wii,10256,9/22/2014
1622,Wii,10511,9/29/2014
1623,Wii,10554,10/6/2014
1624,Wii,10614,10/13/2014
1625,Wii,11147,10/20/2014
1626,Wii,12220,10/27/2014
1627,Wii,12847,11/3/2014
1628,Wii,15788,11/10/2014
1629,Wii,18086,11/17/2014
1630,Wii,32210,11/24/2014
1631,Wii,29203,12/1/2014
1632,Wii,29934,12/8/2014
1633,Wii,31684,12/15/2014
1634,Wii,26426,12/22/2014
1635,Wii,16372,12/29/2014
1636,Wii,11102,1/5/2015
1637,Wii,9799,1/12/2015
1638,Wii,9323,1/19/2015
1639,Wii,8892,1/26/2015
1640,Wii,9075,2/2/2015
1641,Wii,9548,2/9/2015
1642,Wii,9202,2/16/2015
1643,Wii,8543,2/23/2015
1644,Wii,7843,3/2/2015
1645,Wii,7156,3/9/2015
1646,Wii,6850,3/16/2015
1647,Wii,7122,3/23/2015
1648,Wii,6745,3/30/2015
1649,Wii,6653,4/6/2015
1650,Wii,6486,4/13/2015
1651,Wii,6454,4/20/2015
1652,Wii,6178,4/27/2015
1653,Wii,5924,5/4/2015
1654,Wii,6056,5/11/2015
1655,Wii,6141,5/18/2015
1656,Wii,6079,5/25/2015
1657,Wii,5894,6/1/2015
1658,Wii,5569,6/8/2015
1659,Wii,5166,6/15/2015
1660,Wii,5158,6/22/2015
1661,Wii,4501,6/29/2015
1662,Wii,4457,7/6/2015
1663,Wii,4373,7/13/2015
1664,Wii,4272,7/20/2015
1665,Wii,4021,7/27/2015
1666,Wii,3934,8/3/2015
1667,Wii,3871,8/10/2015
1668,Wii,3810,8/17/2015
1669,Wii,3763,8/24/2015
1670,Wii,3773,8/31/2015
1671,Wii,3716,9/7/2015
1672,Wii,3434,9/14/2015
1673,Wii,3306,9/21/2015
1674,Wii,3246,9/28/2015
1675,Wii,3121,10/5/2015
1676,Wii,3095,10/12/2015
1677,Wii,2549,10/19/2015
1678,Wii,2525,10/26/2015
1679,Wii,2470,11/2/2015
1680,Wii,2439,11/9/2015
1681,Wii,2428,11/16/2015
1682,Wii,3157,11/23/2015
1683,Wii,2499,11/30/2015
1684,Wii,2499,12/7/2015
1685,Wii,2498,12/14/2015
1686,Wii,2247,12/21/2015
1687,Wii,1294,12/28/2015
1688,X360,350847,11/21/2005
1689,X360,94406,11/28/2005
1690,X360,337335,12/5/2005
1691,X360,165880,12/12/2005
1692,X360,134426,12/19/2005
1693,X360,96010,12/26/2005
1694,X360,117498,1/2/2006
1695,X360,146722,1/9/2006
1696,X360,144610,1/16/2006
1697,X360,110104,1/23/2006
1698,X360,96089,1/30/2006
1699,X360,80706,2/6/2006
1700,X360,73573,2/13/2006
1701,X360,80954,2/20/2006
1702,X360,73717,2/27/2006
1703,X360,61540,3/6/2006
